iter	Logloss
173	0.3342753268
174	0.3342667151
175	0.3341981801
176	0.3341532096
177	0.3341532089
178	0.3341212643
179	0.3340821968
180	0.3340077864
181	0.333960719
182	0.3339394234
183	0.3339169981
184	0.3338373241
185	0.3338082062
186	0.333757679
187	0.3337081339
188	0.3336787503
189	0.3335972684
190	0.333558918
191	0.3334887442
192	0.3334065506
193	0.3334016276
194	0.3333397623
195	0.3333189893
196	0.3332749626
197	0.3332504102
198	0.3332503808
199	0.3331924699
200	0.333190344
201	0.333128215
202	0.3330217674
203	0.3329780469
204	0.3328930596
205	0.3328053952
206	0.3327373884
207	0.3326824594
208	0.3326699203
209	0.3326395738
210	0.332638148
211	0.3325584013
212	0.3324817029
213	0.332434684
214	0.3323615212
215	0.3323503053
216	0.3323121814
217	0.3322531725
218	0.3321752198
219	0.3321610407
220	0.3321097959
221	0.3320574123
222	0.3320058999
223	0.3319206
224	0.3319205908
225	0.3318609567
226	0.3317726419
227	0.331770666
228	0.3317693191
229	0.3316842934
230	0.3316320225
231	0.3315960702
232	0.3315107519
233	0.3314181362
234	0.3313516397
235	0.3312235531
236	0.3311369061
237	0.3310720549
238	0.3310257798
239	0.3309434203
240	0.3308630185
241	0.3307559053
242	0.3306487083
243	0.3306156895
244	0.3304882959
245	0.3303882558
246	0.3303881963
247	0.3303344961
248	0.3302108218
249	0.33009339
250	0.3299562267
251	0.3299100738
252	0.3298547535
253	0.329743746
254	0.3296357415
255	0.3295641092
256	0.3295182083
257	0.3294414167
258	0.3293678098
259	0.329270209
260	0.3291854502
261	0.329114762
262	0.3290482235
263	0.3289545142
264	0.3288658917
265	0.3287666624
266	0.3286669064
267	0.3286189482
268	0.3285388378
269	0.328471348
270	0.3284052479
271	0.3283387588
272	0.3282551932
273	0.3281759031
274	0.3281074458
275	0.3280488293
276	0.3279518795
277	0.3278444481
278	0.3277517409
279	0.3276629341
280	0.3275703858
281	0.3274879988
282	0.3273955518
283	0.3273246083
284	0.3272565401
285	0.3271627564
286	0.3270955431
287	0.3270399351
288	0.3269564403
289	0.3268568521
290	0.3267470263
291	0.3266688448
292	0.3266097131
293	0.3265253537
294	0.3264408549
295	0.3263566474
296	0.3262766497
297	0.3261978262
298	0.3261332693
299	0.3260431294
300	0.325946934
301	0.3258589042
302	0.3257898994
303	0.3257096893
304	0.3256143417
305	0.3255063676
306	0.3254456795
307	0.3253813606
308	0.3252767981
309	0.3251719572
310	0.3250816085
311	0.3249834865
312	0.3248713186
313	0.3247910319
314	0.3246992522
315	0.3246086013
316	0.3245116947
317	0.3244438588
318	0.3243574852
319	0.3242598323
320	0.3241585807
321	0.3241010834
322	0.3240145579
323	0.3239514839
324	0.3238366707
325	0.3237307581
326	0.3236409522
327	0.3235584316
328	0.3235138465
329	0.3234053462
330	0.3233356174
331	0.323262387
332	0.3231647735
333	0.3230988655
334	0.3229986275
335	0.322904576
336	0.3228379227
337	0.3227562248
338	0.3226996917
339	0.3226352259
340	0.3225209966
341	0.3224618612
342	0.3223899337
343	0.3222958402
344	0.3221831036
345	0.3220997457
346	0.322036441
347	0.3219476343
348	0.3218594953
349	0.3217878226
350	0.3217152272
351	0.3216467315
352	0.3215661133
353	0.321498961
354	0.3214463631
355	0.3213701293
356	0.3212951471
357	0.3212471203
358	0.3211586786
359	0.3211058745
360	0.3210246552
361	0.3209246598
362	0.3208417423
363	0.3207763297
364	0.3207145498
365	0.3206336826
366	0.3205498902
367	0.3205166476
368	0.32044431
369	0.320364828
370	0.3202802572
371	0.3202086212
372	0.3200908495
373	0.3199862198
374	0.3199221951
375	0.3198459739
376	0.3197586268
377	0.3196845593
378	0.3196375237
379	0.3195646735
380	0.3194804447
381	0.3193982208
382	0.3193231565
383	0.3192404843
384	0.3191986282
385	0.3191282092
386	0.3190356421
387	0.3189540672
388	0.31887662
389	0.3188061948
390	0.3187477429
391	0.3186750083
392	0.3186049631
393	0.3185590117
394	0.3184684706
395	0.3183884048
396	0.3183171643
397	0.3182364006
398	0.3181739615
399	0.3181010044
400	0.3180197728
401	0.31795258
402	0.3179000936
403	0.3178371516
404	0.3177732789
405	0.3177088221
406	0.3176521924
407	0.3175666665
408	0.3175029194
409	0.3174511756
410	0.3174104587
411	0.3173398585
412	0.317292646
413	0.3172445087
414	0.3171688088
415	0.3171029553
416	0.3170244367
417	0.3169502874
418	0.3168722522
419	0.3168124243
420	0.3167086971
421	0.3166404376
422	0.3165946622
423	0.3165200508
424	0.3164468357
425	0.3163910619
426	0.3163238108
427	0.316265814
428	0.3161720194
429	0.3161280253
430	0.316043955
431	0.315954391
432	0.3158809931
433	0.3157972139
434	0.3157498475
435	0.3156732062
436	0.3155655199
437	0.3154806665
438	0.3154081188
439	0.3153440837
440	0.3152926824
441	0.3151994866
442	0.3151398482
443	0.3150555833
444	0.3149573092
445	0.3148968491
446	0.3148158086
447	0.3147496445
448	0.3146405495
449	0.3145777084
450	0.3145097237
451	0.3144311652
452	0.3143683942
453	0.3143085514
454	0.3142146246
455	0.3141346199
456	0.3140529825
457	0.3140004878
458	0.3139202647
459	0.3138597957
460	0.3138217988
461	0.3137397882
462	0.3136517217
463	0.3135839667
464	0.3135202023
465	0.3134683825
466	0.3133762051
467	0.3133096672
468	0.3132461054
469	0.3131784
470	0.313063285
471	0.3129996445
472	0.3129111762
473	0.3128279812
474	0.3127694289
475	0.3127170612
476	0.3126686575
477	0.3125960402
478	0.3125274685
479	0.3124500823
480	0.3123572549
481	0.3123017418
482	0.3122256163
483	0.3121239749
484	0.3120474911
485	0.3119662854
486	0.3119230008
487	0.3118053683
488	0.3117382363
489	0.311678221
490	0.3115923115
491	0.3115125743
492	0.3114374031
493	0.3113414152
494	0.3112729428
495	0.3112040248
496	0.3111314329
497	0.311070888
498	0.3110120982
499	0.3109042705
