iter	Passed	Remaining
267	244968	669092
268	248749	675968
269	250908	678381
270	252655	679652
271	253839	679393
272	254721	678324
273	255347	676577
274	256109	675196
275	257228	674760
276	258092	673648
277	259107	672933
278	259926	671709
279	260779	670574
280	261528	669178
281	262837	669210
282	263752	668235
283	264326	666401
284	265621	666383
285	267025	666630
286	269033	668366
287	270436	668578
288	271605	668206
289	272719	667691
290	273344	665983
291	274245	664951
292	275197	664042
293	276185	663221
294	277140	662319
295	278406	662156
296	279291	661084
297	280238	660158
298	281050	658916
299	281645	657172
300	282673	656440
301	283275	654723
302	283936	653146
303	284931	652343
304	285651	650910
305	286504	649785
306	287142	648175
307	287676	646337
308	288602	645385
309	289263	643843
310	289858	642161
311	290753	641148
312	291206	639165
313	291978	637889
314	292730	636573
315	293373	635023
316	294096	633653
317	294689	632007
318	295068	629912
319	295743	628454
320	296615	627420
321	297247	625881
322	297735	624046
323	298368	622521
324	299158	621328
325	299847	619930
326	300521	618505
327	301043	616773
328	301913	615756
329	302394	613952
330	303515	613448
331	304084	611833
332	304805	610527
333	305389	608950
334	305865	607166
335	306793	606282
336	307226	604424
337	307709	602674
338	308596	601717
339	309263	600335
340	310019	599128
341	310827	598024
342	311501	596665
343	315875	602366
344	316913	601676
345	317992	601060
346	318960	600233
347	319639	598865
348	320235	597345
349	321256	596618
350	322068	595506
351	323521	595574
352	324555	594865
353	325879	594683
354	327206	594501
355	328407	594086
356	328922	592429
357	329728	591300
358	330664	590405
359	331487	589311
360	332144	587923
361	332893	586701
362	333708	585598
363	334466	584398
364	335046	582888
365	335645	581418
366	336510	580410
367	337426	579493
368	338170	578281
369	338699	576704
370	339853	576194
371	340818	575359
372	341587	574197
373	342295	572932
374	343127	571879
375	343755	570487
376	344469	569242
377	345078	567827
378	345951	566850
379	346519	565374
380	347091	563909
381	347965	562939
382	348822	561940
383	349630	560865
384	349976	559053
385	350659	557784
386	351477	556732
387	352331	555738
388	352922	554332
389	357555	559253
390	358495	558372
391	358988	556797
392	359755	555652
393	360379	554288
394	361082	553050
395	361785	551814
396	362325	550333
397	362593	548445
398	363389	547361
399	364053	546080
400	365102	545377
401	365991	544434
402	366730	543271
403	367089	541548
404	367703	540205
405	368448	539059
406	369286	538051
407	369781	536546
408	370503	535373
409	371039	533935
410	371776	532789
411	372909	532210
412	373586	530981
413	374458	530030
414	375654	529536
415	376493	528538
416	379036	529923
417	380970	530441
418	381737	529330
419	382585	528332
420	383261	527097
421	383995	525946
422	385435	525759
423	387064	525822
424	388265	525299
425	388964	524097
426	389466	522633
427	390261	521563
428	391011	520436
429	391555	519038
430	392428	518079
431	393444	517307
432	395187	517485
433	396067	516529
434	396933	515557
435	397563	514279
436	398257	513087
437	398891	511819
438	399427	510430
439	400441	509652
440	401241	508603
441	401964	507457
442	402958	506654
443	403693	505525
444	404238	504162
445	404912	502962
446	405451	501598
447	406137	500419
448	406949	499396
449	407560	498129
450	408361	497096
451	409144	496042
452	409939	495004
453	410434	493606
454	411150	492477
455	411862	491344
456	412422	490034
457	413307	489110
458	414035	488002
459	414841	486987
460	415878	486243
461	416767	485326
462	418282	485135
463	419105	484139
464	419968	483190
465	420724	482117
466	421356	480905
467	422218	479957
468	422958	478871
469	423948	478069
470	426479	478997
471	427324	478024
472	428119	476996
473	428868	475917
474	429437	474640
475	430472	473881
476	431195	472778
477	432011	471778
478	432834	470786
479	433696	469837
480	434348	468663
481	435585	468118
482	436721	467463
483	437260	466170
484	437953	465043
485	438613	463883
486	439264	462716
487	440026	461666
488	440749	460578
489	441451	459470
490	442199	458410
491	442993	457400
492	443738	456339
493	444197	454988
494	445226	454220
495	445919	453111
496	447175	452573
497	448450	452052
498	449264	451065
499	450006	450006
500	450747	448947
501	451615	448017
502	452327	446932
503	453282	446087
504	453990	445000
505	454852	444065
506	456611	444003
507	457500	443091
508	458139	441937
509	458815	440823
510	459617	439829
511	460825	439224
512	462143	438720
513	463389	438146
514	464231	437188
515	465043	436203
516	465929	435287
517	466753	434315
518	467362	433143
519	468218	432201
520	468963	431158
521	469676	430086
522	470431	429055
523	470981	427838
524	472903	427865
525	474964	428009
526	476009	427234
527	476943	426358
528	477705	425329
529	478586	424407
530	479212	423259
531	479988	422245
532	480862	421318
533	482084	420695
534	483132	419918
535	483863	418867
536	484717	417921
537	485434	416859
538	486198	415839
539	486928	414790
540	487785	413851
541	488780	413028
542	489181	411705
543	489904	410655
544	490288	409323
545	491772	408909
546	493628	408799
547	494160	407591
548	494921	406574
549	495783	405641
550	496595	404667
551	497280	403589
552	497927	402484
553	498661	401449
554	499473	400478
555	500248	399479
556	501141	398573
557	502032	397667
558	502964	396793
559	503928	395944
560	504690	394936
561	505584	394032
562	506788	393368
563	507567	392375
564	508129	391214
565	508720	390078
566	509459	389058
567	510081	387949
568	510698	386838
569	511533	385893
570	512306	384902
571	513016	383865
572	514249	383219
573	515822	382823
574	517047	382165
575	517875	381213
576	518279	379952
577	519004	378927
578	519827	377974
579	520741	377088
580	521528	376111
581	522186	375040
582	523118	374168
583	523760	373089
584	525805	373007
585	526788	372167
586	527759	371319
587	528911	370597
588	529900	369760
589	530550	368687
590	531089	367538
591	531892	366574
592	532703	365615
593	533690	364778
594	534547	363851
595	535484	362979
596	536580	362214
597	538737	362161
598	540034	361525
599	540929	360619
600	541973	359812
601	542804	358863
602	543431	357781
603	544076	356712
604	544844	355724
605	545744	354823
606	546115	353580
607	546926	352623
608	547677	351628
609	548323	350567
610	549085	349581
611	549825	348582
612	550844	347759
613	551609	346777
614	552371	345793
615	553207	344856
616	554839	344414
617	556134	343759
618	558378	343686
619	559643	343007
620	560326	341970
621	560698	340746
622	561542	339809
623	561860	338557
624	562535	337521
625	563423	336613
626	564134	335601
627	564773	334547
628	565909	333787
629	567967	333568
630	569092	332797
631	570441	332156
632	571414	331294
633	572229	330340
634	572830	329264
635	573899	328458
636	574701	327498
637	575697	326649
638	576545	325716
639	577323	324744
640	578100	323772
641	578966	322850
642	579760	321888
643	580527	320912
644	581481	320040
645	582353	319122
646	582952	318056
647	584003	317236
648	584705	316227
649	586111	315598
650	586633	314493
651	587312	313473
652	587845	312377
653	588574	311386
654	589357	310424
655	589848	309310
656	590523	308294
657	591277	307320
658	591870	306263
659	592670	305315
660	593249	304253
661	593891	303225
662	594441	302151
663	595216	301194
664	595908	300194
665	596806	299299
666	597539	298321
667	597923	297171
668	598819	296276
669	599625	295337
670	600293	294331
671	600692	293195
672	600992	292012
673	601893	291123
674	602563	290123
675	603294	289152
676	603884	288116
677	604623	287151
678	605542	286272
679	606310	285322
680	607191	284425
681	607902	283449
682	608670	282501
683	609508	281585
684	609944	280485
685	610685	279526
686	612613	279109
687	613808	278355
688	614907	277556
689	616536	276994
690	617947	276332
691	619081	275545
692	620152	274728
693	621040	273830
694	621776	272866
695	622437	271869
696	623279	270952
697	623584	269802
698	624327	268844
699	625265	267971
700	626073	267041
701	626490	265946
702	627669	265174
703	628431	264227
704	629571	263437
705	631114	262815
706	631958	261900
707	632925	261037
708	633713	260099
709	634471	259150
710	635424	258280
711	636029	257270
712	637527	256620
713	638307	255680
714	638960	254690
715	640117	253901
716	641469	253188
717	643286	252655
718	644423	251853
719	645959	251206
720	646964	250350
721	649297	250006
722	649550	248859
723	650960	248156
724	651928	247283
725	652685	246330
726	653589	245433
727	654295	244462
728	655028	243501
729	655673	242509
730	656201	241474
731	656813	240472
732	657484	239492
733	658322	238574
734	658634	237466
735	659902	236704
736	661701	236129
737	663012	235378
738	663711	234409
739	664738	233556
740	665522	232618
741	666278	231670
742	666843	230658
743	667299	229608
744	668165	228700
745	668882	227742
746	669430	226727
747	669724	225629
748	669990	224522
749	670956	223652
750	672590	223002
751	674014	222281
752	674450	221234
753	675660	220440
754	675866	219320
755	676069	218202
756	676853	217272
757	678343	216568
758	679462	215745
759	679999	214736
760	681375	213993
761	682133	213054
762	683143	212195
763	686844	212166
764	688145	211391
765	688431	210304
766	689158	209353
767	689683	208341
768	690553	207435
769	691034	206412
770	692036	205546
771	692775	204602
772	693816	203746
773	694764	202864
774	695447	201904
775	696299	200993
776	697006	200041
777	697831	199124
778	698279	198099
779	698626	197048
780	699113	196038
781	699498	195000
782	700330	194088
783	701122	193166
784	701810	192215
785	702172	191176
786	702388	190100
787	702900	189105
788	703393	188106
789	703762	187076
790	704456	186133
791	704807	185100
792	705088	184052
793	705744	183102
794	706050	182063
795	706333	181020
796	706634	179983
797	706916	178943
798	707308	177933
799	707840	176960
800	708608	176046
801	708851	175003
802	709077	173958
803	709294	172912
804	709645	171901
805	710161	170932
806	710868	170009
807	711101	168974
808	711417	167961
809	711815	166969
810	712609	166070
811	712975	165073
812	713361	164081
813	714323	163223
814	714805	162256
815	715187	161267
816	715687	160306
817	715947	159293
818	716174	158275
819	716600	157302
820	716869	156296
821	717144	155294
822	717775	154369
823	718086	153377
824	718864	152486
825	719513	151568
826	719901	150596
827	724801	150562
828	726798	149918
829	728076	149124
830	728999	148256
831	729348	147272
832	730105	146371
833	732894	145875
834	733317	144907
835	733774	143946
836	735039	143143
837	735529	142190
838	735843	141204
839	736419	140270
840	736773	139294
841	737178	138330
842	737604	137371
843	738004	136408
844	738762	135512
845	739809	134669
846	740956	133844
847	741491	132908
848	742055	131979
849	742778	131078
850	744164	130294
851	746300	129639
852	747694	128852
853	748549	127972
854	749399	127091
855	749920	126154
856	750510	125231
857	751019	124294
858	751880	123416
859	752441	122490
860	752823	121535
861	753276	120594
862	753767	119659
863	754235	118722
864	755611	117927
865	756443	117047
866	756832	116100
867	757269	115160
868	757661	114215
869	758561	113348
870	759084	112424
871	761502	111780
872	762814	110970
873	765602	110372
874	767870	109695
875	771335	109184
876	772491	108342
877	773626	107497
878	774394	106600
879	775639	105769
880	776057	104825
881	776590	103897
882	776993	102953
883	777369	102007
884	777735	101061
885	778047	100109
886	778508	99178
887	778824	98230
888	779288	97301
889	779624	96358
890	779925	95411
891	780502	94500
892	780932	93572
893	781417	92651
894	781693	91707
895	781960	90763
896	782333	89833
897	782684	88901
898	783064	87974
899	783566	87062
900	783864	86129
901	784698	85255
902	785266	84353
903	785769	83444
904	786302	82540
905	787332	81687
906	787902	80788
907	788350	79876
908	788644	78951
909	788955	78028
910	789416	77121
911	789822	76210
912	790211	75299
913	790549	74384
914	790800	73462
915	791274	72562
916	791628	71652
917	792139	70757
918	792417	69843
919	792733	68933
920	793290	68045
921	794021	67173
922	794400	66271
923	795415	65423
924	795883	64531
925	796313	63636
926	796600	62731
927	797048	61839
928	797370	60940
929	797686	60040
930	798174	59155
931	798417	58253
932	799054	57381
933	799632	56505
934	800018	55616
935	800333	54723
936	800893	53848
937	801228	52959
938	801529	52069
939	802197	51204
940	802426	50311
941	802656	49420
942	803230	48551
943	803514	47666
944	803815	46782
945	805531	45981
946	806116	45115
947	806523	44239
948	806844	43360
949	807226	42485
950	807498	41606
951	808457	40762
952	809249	39910
953	810125	39062
954	810987	38214
955	811234	37337
956	811490	36461
957	811817	35591
958	812255	34726
959	813080	33878
960	813410	33010
961	814402	32169
962	815086	31316
963	815756	30463
964	816214	29603
965	817029	28756
966	817305	27891
967	819148	27079
968	819790	26226
969	820159	25365
970	820796	24514
971	821547	23665
972	822065	22811
973	822668	21960
974	823396	21112
975	823722	20255
976	824346	19406
977	824720	18551
978	825180	17700
979	825876	16854
980	827070	16018
981	827751	15172
982	828294	14324
983	829099	13481
984	829763	12635
985	830145	11787
986	830369	10936
987	830984	10092
988	831635	9249
989	831972	8403
990	832628	7561
991	833296	6720
992	833631	5876
993	834309	5036
994	834624	4194
995	834972	3353
996	835623	2514
997	836054	1675
998	836636	837
999	837058	0
