iter	Logloss
0	0.6204513401
1	0.5584443231
2	0.4223850037
3	0.3873073316
4	0.3063928373
5	0.2310656772
6	0.1770932011
7	0.1380413878
8	0.1088027435
9	0.08755540192
10	0.07020114888
11	0.05719825275
12	0.04728815026
13	0.03973897307
14	0.03382679473
15	0.02905795662
16	0.02635059921
17	0.02429402564
18	0.02254553684
19	0.02105196595
20	0.01867325022
21	0.01760970583
22	0.01589824381
23	0.0150385317
24	0.01437915179
25	0.01325657726
26	0.01248512626
27	0.01182291427
28	0.01138441876
29	0.01072246713
30	0.01015374893
31	0.009820495706
32	0.009398845854
33	0.009018573764
34	0.008819001887
35	0.008688027707
36	0.008557082198
37	0.008293386437
38	0.0081610095
39	0.008020234122
40	0.007896912373
41	0.007820100259
42	0.007669154779
43	0.007580090485
44	0.007433931956
45	0.007395616765
46	0.007351559502
47	0.007335876087
48	0.007321652832
49	0.007189356893
50	0.007172377429
51	0.007155587649
52	0.00703946133
53	0.007028421602
54	0.007016495053
55	0.007005770964
56	0.006908326255
57	0.006893564874
58	0.006873793252
59	0.006866769424
60	0.006863257716
61	0.006859030081
62	0.006848777322
63	0.006822837644
64	0.006791685941
65	0.006786336611
66	0.006772702236
67	0.006732735242
68	0.006730602389
69	0.006729562695
70	0.006653819041
71	0.006631829555
72	0.006622595553
73	0.006596443931
74	0.006588253166
75	0.00658639398
76	0.006582781575
77	0.006579213456
78	0.006577015088
79	0.006572263767
80	0.006571422916
81	0.006545663795
82	0.006477001063
83	0.006477000819
84	0.006472721216
85	0.006471102514
86	0.006471098115
87	0.006466201215
88	0.006459837221
89	0.006402640592
90	0.006387529946
91	0.006364770604
92	0.006347468065
93	0.006343940457
94	0.006340619289
95	0.006331948904
96	0.00632838035
97	0.006326631406
98	0.006321287795
99	0.006321286241
100	0.006312588767
101	0.006298415211
102	0.006295262217
103	0.006280182353
104	0.006274620021
105	0.006272209378
106	0.006268637337
107	0.006267597218
108	0.00626759704
109	0.006261883007
110	0.006254571694
111	0.006254569758
112	0.006248877175
113	0.006246187342
114	0.006241548163
115	0.006239857848
116	0.00623042687
117	0.00622376244
118	0.006209135813
119	0.006207802672
120	0.006206860607
121	0.006172275466
122	0.006158104707
123	0.006138425533
124	0.006129880651
125	0.006107585575
126	0.006106315964
127	0.006102700164
128	0.006092186475
129	0.006088283291
130	0.006082651933
131	0.00608095022
132	0.00606039483
133	0.006056201278
134	0.006049699033
135	0.00604699373
136	0.006044960989
137	0.006036259735
138	0.00603239773
139	0.006021890538
140	0.006021288228
141	0.006019065733
142	0.006015544866
143	0.006010828577
144	0.006000050665
145	0.005994794838
146	0.005992213551
147	0.005992210436
148	0.00598885664
149	0.005986735962
150	0.005984175351
151	0.00597699738
152	0.00595502177
153	0.005955014727
154	0.005948760517
155	0.005945113626
156	0.005936061792
157	0.00592927442
158	0.005929270602
159	0.005925911046
160	0.005921436513
161	0.005907048459
162	0.005879215487
163	0.005876903901
164	0.005876903193
165	0.005870414237
166	0.005870401216
167	0.005861634945
168	0.005857150086
169	0.005823714787
170	0.005816424033
171	0.005811318736
172	0.005799302516
173	0.00579658191
174	0.005791339623
175	0.005788953792
176	0.005784802923
177	0.005784802028
178	0.005775314201
179	0.005766385305
180	0.005761106263
181	0.005758213258
182	0.005754870145
183	0.005754870145
184	0.005752521104
185	0.00574873316
186	0.005745067221
187	0.00574339274
188	0.005738532116
189	0.005724917861
190	0.005721698607
191	0.005716640209
192	0.005707144763
193	0.005703919113
194	0.005691746332
195	0.005689637919
196	0.005663066119
197	0.005655471031
198	0.005652636361
199	0.005646212892
200	0.005636567665
201	0.005623709624
202	0.00561493047
203	0.005595077726
204	0.005586300722
205	0.005584417045
206	0.005583337276
207	0.005563356607
208	0.005559537207
209	0.005547999295
210	0.005534546721
211	0.005532862667
212	0.005526826335
213	0.00551747224
214	0.005514449155
215	0.005513621185
216	0.005506439854
217	0.005502251278
218	0.005491093172
219	0.005489343777
220	0.005488839395
221	0.005483931465
222	0.005468086175
223	0.005460792878
224	0.005457165946
225	0.005453875378
226	0.005448661972
227	0.005446327807
228	0.005446327383
229	0.005437322928
230	0.005429723518
231	0.005420797644
232	0.005417211101
233	0.005411498479
234	0.005409471367
235	0.005404693694
236	0.005402461746
237	0.005398815627
238	0.005393154466
239	0.005390564679
240	0.005387775958
241	0.005382391744
242	0.00538239059
243	0.00537676597
244	0.005372421133
245	0.005361871064
246	0.005345910925
247	0.00534027396
248	0.005337672983
249	0.00533042103
250	0.005330417946
251	0.005325173299
252	0.005322659448
253	0.005316658353
254	0.00531665617
255	0.005313374277
256	0.005311519428
257	0.005311518044
258	0.005307869649
259	0.005305952094
260	0.005300781227
261	0.005298378032
262	0.005298377389
263	0.005275884427
264	0.00526555394
265	0.005252206937
266	0.005249788886
267	0.005247901252
268	0.005246509376
269	0.005231979114
270	0.005221252915
271	0.00521799506
272	0.005210788558
273	0.005202883887
274	0.005194300133
275	0.005183822147
276	0.005177472323
277	0.005166574841
278	0.005162659661
279	0.005160566051
280	0.005158053371
281	0.005154842258
282	0.00515217592
283	0.005151604414
284	0.005148929263
285	0.00514642539
286	0.005137875752
287	0.00512692552
288	0.005116885263
289	0.005106885629
290	0.00510515539
291	0.005102778876
292	0.005094227217
293	0.005090084999
294	0.005080454207
295	0.005077021433
296	0.005075019639
297	0.005070605472
298	0.00505228439
299	0.005043578225
300	0.00502985108
301	0.005027526266
302	0.005024132751
303	0.005020608591
304	0.005004445239
305	0.005002535363
306	0.004999640298
307	0.004991783714
308	0.004984506459
309	0.004978083508
310	0.004975247651
311	0.004967516715
312	0.004965201611
313	0.004960811606
314	0.004958902729
315	0.004956270327
316	0.004953267564
317	0.004939419958
318	0.004937608246
319	0.004935537847
320	0.004933775192
321	0.004931353999
322	0.004929263655
323	0.004927284153
324	0.004924941279
325	0.004921036536
326	0.004910005722
327	0.004906460451
328	0.004902151926
329	0.004897880922
330	0.004891638608
331	0.004883463011
332	0.004880974112
333	0.004879495997
334	0.004875541221
335	0.004873219002
336	0.004869385948
337	0.004867254613
338	0.004866540684
339	0.004862789004
340	0.004858553181
341	0.004855030774
342	0.004851712445
343	0.004848585729
344	0.004848582691
345	0.004836703462
346	0.004829950277
347	0.004824433254
348	0.004824197612
349	0.004821026923
350	0.00481883683
351	0.004805353567
352	0.004802146964
353	0.004797045486
354	0.004796824633
355	0.004793690946
356	0.004787400707
357	0.004783306303
358	0.004780267475
359	0.004778687118
360	0.004766435874
361	0.004764615834
362	0.004763032338
363	0.00476014745
364	0.004756350945
365	0.004756112507
366	0.004753155532
367	0.004749128615
368	0.00474577944
369	0.004739972487
370	0.004738489486
371	0.004735691708
372	0.004734229314
373	0.004729472691
374	0.004722607202
375	0.004721433854
376	0.004715349204
377	0.004715113048
378	0.004703898178
379	0.004700279183
380	0.004698298303
381	0.004688208022
382	0.00468703698
383	0.00468591002
384	0.004684806852
385	0.004680586747
386	0.004677194116
387	0.004675440273
388	0.004674361758
389	0.004671198871
390	0.004668282039
391	0.004666494466
392	0.004655836704
393	0.004652582568
394	0.004646240113
395	0.004643632681
396	0.004642713682
